date_key	buyer_code_sahamdari	buyer_code_melli	buyer_mahal_sodoor	type_of_buyer	buyer_broker_name	buyer_broker_code	seller_code_sahamdari	seller_code_melli	seller_mahal_sodoor	type_of_seller	seller_broker_name	seller_broker_code	number_of_units	price
14020302	xxxx	yyyy	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	715	19790
14020301	xxxx	yyyy	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	ssss	zzzz	مشهد	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	514	19380
14020301	xxxx	yyyy	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌تامین‌سرمایه‌نوین‌-رایان	3L	ssss	zzzz	مشهد	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	418	19390
14020301	xxxx	yyyy	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مبین‌سرمایه‌-تدبیر	7C	ssss	zzzz	مشهد	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	368	19380
14020302	xxxx	yyyy	چناران	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	ssss	zzzz	مهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	263	19300
14020303	xxxx	yyyy	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	ssss	zzzz	همدان	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	100	19810
14020303	xxxx	yyyy	اردبیل	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	ssss	zzzz	همدان	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	1391	19800
14020303	xxxx	yyyy	مشهد	حقیقی ایرانی	مشتری‌الکترونیکی‌ملل‌پویا	u5	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌تامین‌سرمایه‌نوین‌-رایان	3L	2	19510
14020303	xxxx	yyyy	شهرضا	حقیقی ایرانی	مشتری‌الکترونیکی‌مبین‌سرمایه‌-تدبیر	7C	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌فارابی‌2-سوشیانت	tm	16841	19590
14020303	xxxx	yyyy	شهرضا	حقیقی ایرانی	مشتری‌الکترونیکی‌مبین‌سرمایه‌-تدبیر	7C	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌فارابی‌2-سوشیانت	tm	8159	19590
14020302	xxxx	yyyy	اهواز	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	ssss	zzzz	شاهین‌ دژ	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	201	19760
14020302	xxxx	yyyy	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	ssss	zzzz	شاهین‌ دژ	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	6299	19760
14020303	xxxx	yyyy	تفرش	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	ssss	zzzz	سنگان	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	2000	19630
14020303	xxxx	yyyy	ملکان	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	ssss	zzzz	چناران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	260	19520
14020302	xxxx	yyyy	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مبین‌سرمایه‌-تدبیر	7C	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌بانک‌صنعت‌ومعدن	5D	1250	19920
14020301	xxxx	yyyy	تهران	حقوقی ایرانی	بازارگردان‌الکترونیکی‌الگوریتمی‌تامین‌سرمایه	Nv	ssss	zzzz	کرج	حقیقی ایرانی	مشتری‌الکترونیکی‌بانک‌پاسارگاد1	4W	4000	19440
14020303	xxxx	yyyy	سیرجان	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	ssss	zzzz	بابل	حقیقی ایرانی	مشتری‌الکترونیکی‌تامین‌سرمایه‌نوین‌-رایان	3L	2	20060
14020301	xxxx	yyyy	شیراز	حقیقی ایرانی	مشتری‌الکترونیکی‌تدبیرگران‌فردا	3T	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌فیروزه‌آسیا	6A	339	19430
14020301	xxxx	yyyy	تهران	حقوقی ایرانی	بازارگردان‌الکترونیکی‌الگوریتمی‌تامین‌سرمایه	Nv	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌فیروزه‌آسیا	6A	22332	19430
14020302	xxxx	yyyy	جوانرود	حقیقی ایرانی	مشتری‌الکترونیکی‌تدبیرگران‌فردا	3T	ssss	zzzz	مشهد	حقیقی ایرانی	مشتری‌الکترونیکی‌تامین‌سرمایه‌نوین‌-رایان	3L	2	19890
14020301	xxxx	yyyy	76/س‌/02	حقوقی ایرانی	مشتری‌الکترونیکی‌فارابی‌2-سوشیانت	tm	ssss	zzzz	تربت‌حیدریه	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	545	19380
14020301	xxxx	yyyy	فسا	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	ssss	zzzz	تربت‌حیدریه	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	195	19380
14020301	xxxx	yyyy	استان‌قزوین	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	ssss	zzzz	تربت‌حیدریه	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	260	19380
14020303	xxxx	yyyy	بم	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	ssss	zzzz	مشهد	حقیقی ایرانی	مشتری‌الکترونیکی‌تامین‌سرمایه‌نوین‌-رایان	3L	2	19660
14020302	xxxx	yyyy	اصفهان	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	ssss	zzzz	خوی	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	256	19700
14020303	xxxx	yyyy	287/س‌/02	حقوقی ایرانی	مشتری‌الکترونیکی‌فارابی‌2-سوشیانت	tm	ssss	zzzz	لاهیجان	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	980	19690
14020302	xxxx	yyyy	تهران	حقوقی ایرانی	مشتری‌الکترونیکی‌تامین‌سرمایه‌نوین‌-رایان	3L	ssss	zzzz	خرمدره	حقیقی ایرانی	مشتری‌الکترونیکی‌بانک‌دی	6G	1917	19860
14020302	xxxx	yyyy	سبزوار	حقیقی ایرانی	مشتری‌الکترونیکی‌مبین‌سرمایه‌-تدبیر	7C	ssss	zzzz	خرمدره	حقیقی ایرانی	مشتری‌الکترونیکی‌بانک‌دی	6G	83	19860
14020302	xxxx	yyyy	بافت	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	ssss	zzzz	مشهد	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	998	19730
14020302	xxxx	yyyy	اصفهان	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	ssss	zzzz	مشهد	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	1002	19730
14020303	xxxx	yyyy	شهرکرد	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	691	19600
14020303	xxxx	yyyy	نامشخص	حقیقی ایرانی	مشتری‌الکترونیکی‌تامین‌سرمایه‌نوین‌-رایان	3L	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	29	19650
14020303	xxxx	yyyy	بروجن	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	4022	19650
14020303	xxxx	yyyy	تهران	حقوقی ایرانی	بازارگردان‌الکترونیکی‌الگوریتمی‌تامین‌سرمایه	Nv	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	29607	19590
14020303	xxxx	yyyy	تهران	حقوقی ایرانی	بازارگردان‌الکترونیکی‌الگوریتمی‌تامین‌سرمایه	Nv	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	100000	19590
14020303	xxxx	yyyy	تهران	حقوقی ایرانی	بازارگردان‌الکترونیکی‌الگوریتمی‌تامین‌سرمایه	Nv	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	83671	19590
14020303	xxxx	yyyy	تهران	حقوقی ایرانی	بازارگردان‌الکترونیکی‌الگوریتمی‌تامین‌سرمایه	Nv	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	97000	19610
14020303	xxxx	yyyy	تهران	حقوقی ایرانی	بازارگردان‌الکترونیکی‌الگوریتمی‌تامین‌سرمایه	Nv	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	42754	19600
14020303	xxxx	yyyy	تهران	حقوقی ایرانی	بازارگردان‌الکترونیکی‌الگوریتمی‌تامین‌سرمایه	Nv	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	99886	19600
14020303	xxxx	yyyy	تهران	حقوقی ایرانی	بازارگردان‌الکترونیکی‌الگوریتمی‌تامین‌سرمایه	Nv	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	114	19600
14020303	xxxx	yyyy	تهران	حقوقی ایرانی	بازارگردان‌الکترونیکی‌الگوریتمی‌تامین‌سرمایه	Nv	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	91949	19630
14020303	xxxx	yyyy	تهران	حقوقی ایرانی	بازارگردان‌الکترونیکی‌الگوریتمی‌تامین‌سرمایه	Nv	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	100000	19650
14020302	xxxx	yyyy	تهران	حقوقی ایرانی	مشتری‌الکترونیکی‌تامین‌سرمایه‌نوین‌-رایان	3L	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	500000	19860
14020303	xxxx	yyyy	اسدآباد	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	500	19620
14020302	xxxx	yyyy	تهران	حقوقی ایرانی	مشتری‌الکترونیکی‌تامین‌سرمایه‌نوین‌-رایان	3L	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	500000	19800
14020303	xxxx	yyyy	تفرش	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	1000	19640
14020303	xxxx	yyyy	تفرش	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	1000	19630
14020303	xxxx	yyyy	تفرش	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	1000	19620
14020303	xxxx	yyyy	تفرش	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	1000	19610
14020303	xxxx	yyyy	تفرش	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	1000	19600
14020303	xxxx	yyyy	بهار	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	10000	19610
14020303	xxxx	yyyy	بهار	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	6229	19590
14020303	xxxx	yyyy	ملکان	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	100	19590
14020303	xxxx	yyyy	ملکان	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	2000	19610
14020303	xxxx	yyyy	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	500	19610
14020303	xxxx	yyyy	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	260	19630
14020303	xxxx	yyyy	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	800	19610
14020303	xxxx	yyyy	چناران	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	1413	19660
14020303	xxxx	yyyy	چناران	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	2000	19610
14020303	xxxx	yyyy	چناران	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	4000	19630
14020303	xxxx	yyyy	گلپایگان	حقیقی ایرانی	مشتری‌الکترونیکی‌کارآمد	5V	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	1000	19630
14020303	xxxx	yyyy	گلپایگان	حقیقی ایرانی	مشتری‌الکترونیکی‌کارآمد	5V	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	555	19610
14020303	xxxx	yyyy	یزد	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	10000	19600
14020303	xxxx	yyyy	اصفهان	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	660	19640
14020303	xxxx	yyyy	کرج	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	2000	19600
14020303	xxxx	yyyy	اسفراین	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	260	19590
14020303	xxxx	yyyy	بهبهان	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	3000	19600
14020302	xxxx	yyyy	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	ssss	zzzz	مشهد	حقیقی ایرانی	مشتری‌الکترونیکی‌تامین‌سرمایه‌نوین‌-رایان	3L	503	19870
14020301	xxxx	yyyy	قزوین	حقیقی ایرانی	مشتری‌الکترونیکی‌آگاه‌2	by	ssss	zzzz	اصفهان	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	227	19470
14020301	xxxx	yyyy	گرگان	حقیقی ایرانی	مشتری‌الکترونیکی‌حافظ1	3S	ssss	zzzz	اصفهان	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	300	19480
14020301	xxxx	yyyy	قم	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	ssss	zzzz	تبریز	حقیقی ایرانی	مشتری‌الکترونیکی‌تامین‌سرمایه‌نوین‌-رایان	3L	4	19460
14020302	xxxx	yyyy	تهران	حقوقی ایرانی	مشتری‌الکترونیکی‌تامین‌سرمایه‌نوین‌-رایان	3L	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	209	19860
14020302	xxxx	yyyy	سبزوار	حقیقی ایرانی	مشتری‌الکترونیکی‌مبین‌سرمایه‌-تدبیر	7C	ssss	zzzz	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	91	19860
14020302	xxxx	yyyy	دزفول	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید	3G	ssss	zzzz	دشتی	حقیقی ایرانی	مشتری‌الکترونیکی‌تامین‌سرمایه‌نوین‌-رایان	3L	2	19760
14020302	xxxx	yyyy	تهران	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	ssss	zzzz	ارومیه	حقیقی ایرانی	مشتری‌الکترونیکی‌مفید2-مفید	Mo	4000	19770
